Genre,Budget,Marketing_Budget,Screens,Weeks,Shows,Ticket_Price,Screen_Stability,Actor_Popularity,Director_Success,Occupancy,Seats_Per_Screen,Target
Fantasy,217,23,1707,8,12,150,Stable,8,8,0.7741282329333303,97,0
Western,247,140,17587,2,8,666,Drop Fast,3,4,0.48916814709934303,134,0
Family,423,7,22987,2,8,504,Growing,5,9,0.7833084931033664,147,0
History,102,199,14976,10,6,436,Drop Fast,2,1,0.5895058659952906,126,0
Musical,182,90,17509,7,4,761,Drop Fast,3,7,0.6965421820380254,133,0
Mystery,88,149,29727,6,8,764,Growing,8,1,0.9253806150722034,97,1
Documentary,119,146,24859,7,8,465,Drop Fast,5,9,0.579920890264183,207,1
Sport,226,13,6783,7,8,357,Growing,3,1,0.542883261822515,128,0
Documentary,444,194,28518,2,13,487,Growing,5,3,0.8840244217589509,173,1
Sci-Fi,367,98,4127,6,12,144,Drop Fast,9,7,0.8818063464414407,242,1
Adventure,115,153,26318,10,3,368,Stable,3,1,0.944693091318223,246,1
Biography,56,169,17569,5,4,410,Growing,7,5,0.6356040995158164,136,0
Action,190,143,15997,4,4,771,Stable,8,6,0.4909830787186219,85,0
Action,73,24,4431,2,5,377,Growing,5,3,0.4182730442243925,157,0
Animation,255,39,5502,3,13,574,Stable,3,6,0.27386744986616324,99,0
Comedy,253,57,5491,4,10,666,Drop Fast,6,4,0.7587100369476198,129,0
Family,431,179,1108,5,11,244,Growing,3,6,0.4134333216148127,88,0
Fantasy,329,114,27684,8,2,334,Drop Fast,9,6,0.6746486196579601,221,1
History,96,184,15323,7,13,790,Drop Fast,2,4,0.8916146557550768,199,1
Action,226,140,13077,9,8,235,Drop Fast,3,1,0.9151495251761687,230,1
Family,499,8,14439,10,8,544,Growing,7,3,0.25308709378621724,127,0
Thriller,16,159,21635,7,12,452,Drop Fast,8,7,0.4719525219634495,159,1
Sci-Fi,287,176,27513,8,5,493,Drop Fast,5,2,0.8361646206256588,135,0
Drama,346,172,2786,5,14,374,Growing,5,4,0.6255116437460746,200,1
Biography,219,106,9535,3,12,483,Drop Fast,5,6,0.8152561134375069,119,0
Family,178,51,15840,10,2,422,Growing,4,5,0.8473262979865566,176,1
Documentary,339,98,17915,10,4,282,Drop Fast,9,6,0.559838353958926,246,1
Sci-Fi,147,176,23435,5,6,672,Stable,6,5,0.5012880566173499,165,0
War,450,52,28124,4,13,539,Drop Fast,8,9,0.5688032862353678,122,0
Sci-Fi,400,95,26329,11,3,162,Stable,8,2,0.7069566418369864,201,1
Animation,390,184,10734,7,8,750,Growing,5,4,0.5070114070207727,238,1
Sport,315,88,2006,4,11,745,Stable,9,1,0.7924918020884268,149,0
War,239,72,10492,2,11,133,Growing,2,7,0.8827949555795156,179,0
Western,484,143,17389,5,8,576,Drop Fast,8,1,0.44761784151110856,210,0
Sci-Fi,317,129,20731,2,13,186,Stable,3,6,0.9254927509219676,211,1
Biography,170,77,11167,3,11,309,Drop Fast,7,9,0.6859076727077174,234,1
Family,10,8,16655,4,6,561,Stable,9,2,0.8647181398538186,168,1
Family,245,80,227,9,13,180,Growing,5,1,0.3227415046904738,106,0
Thriller,446,77,8860,11,11,421,Growing,8,3,0.4260493959393671,184,1
Horror,197,81,20567,5,7,514,Growing,4,6,0.4747133556028146,179,0
Action,427,52,25539,5,2,289,Growing,1,7,0.4619755058221593,139,0
Sci-Fi,13,158,7255,11,5,332,Drop Fast,1,8,0.3703028096189723,115,0
Mystery,410,106,23274,10,5,491,Drop Fast,6,4,0.8577406632673826,197,1
Sci-Fi,141,110,9816,8,12,268,Drop Fast,8,8,0.543028498902685,140,1
Horror,436,81,10640,3,9,542,Drop Fast,2,7,0.9241911487267517,249,0
Comedy,227,43,4032,4,3,267,Drop Fast,4,8,0.658430656753103,86,0
Western,269,62,16170,5,2,330,Growing,3,5,0.3468762449514042,237,0
Mystery,10,23,13307,5,8,249,Drop Fast,9,7,0.63213329688377,129,0
Documentary,80,92,28836,11,7,763,Drop Fast,3,4,0.9454816034069695,195,1
Action,487,117,28846,9,6,649,Drop Fast,8,1,0.6456201809694924,247,1
Sci-Fi,187,81,13977,11,13,485,Growing,7,3,0.2513085415906938,207,1
History,466,81,26451,11,14,480,Growing,1,9,0.9031559325132934,84,1
Horror,198,190,16154,7,14,374,Growing,8,4,0.41442608428973254,149,1
Family,300,32,17143,4,14,716,Growing,9,5,0.7319703371482695,111,0
Family,17,70,8157,10,9,161,Drop Fast,8,3,0.6105561084688098,158,1
Comedy,262,14,12866,11,12,566,Drop Fast,1,6,0.4778036297886203,194,0
Sport,417,130,20415,9,14,627,Stable,7,4,0.4478476665734721,156,1
Western,476,62,10310,10,3,249,Drop Fast,9,5,0.9001319037549733,153,1
Biography,301,146,7544,6,3,241,Growing,5,7,0.888348127143886,247,1
Musical,443,129,21755,4,10,215,Growing,2,7,0.6091943880376454,136,0
Drama,253,116,16662,5,2,164,Drop Fast,8,9,0.43094663687459744,90,0
Action,132,88,13896,6,7,528,Stable,9,2,0.32163942252039845,247,0
Action,308,147,21513,10,14,409,Growing,7,4,0.3596034680013599,183,1
Documentary,292,100,20231,10,14,529,Stable,5,8,0.6155762080184232,209,1
Crime,41,37,1231,4,4,260,Growing,8,4,0.4654809724053064,197,0
Sci-Fi,343,149,23965,8,14,405,Growing,6,3,0.2794476995819697,199,1
Biography,386,156,18656,7,6,460,Drop Fast,4,6,0.56861716971777,128,0
Drama,155,162,29321,5,9,377,Growing,1,3,0.7723325047250196,117,0
Action,165,194,23495,6,8,395,Stable,6,2,0.8741865811719912,95,0
Action,422,145,15290,11,14,650,Stable,8,9,0.6596988319781625,199,1
Fantasy,25,194,22672,3,13,268,Drop Fast,3,3,0.7563044866897122,167,0
Mystery,364,51,16016,8,5,558,Growing,7,1,0.5048493296054526,198,0
Crime,56,116,18068,5,9,679,Stable,7,9,0.5973667254518575,157,1
Biography,260,148,10637,3,12,106,Drop Fast,9,5,0.7607387995570204,106,0
History,196,198,15653,7,12,696,Stable,1,7,0.7593607591606061,153,1
Biography,40,47,22422,3,11,231,Drop Fast,5,2,0.5471683851986529,202,0
War,269,12,14458,11,12,687,Stable,8,1,0.6305671390908258,235,1
Comedy,430,7,1750,3,3,446,Growing,3,6,0.8966987376856785,124,0
Documentary,26,129,13177,8,8,695,Stable,5,5,0.6923983234602635,240,1
Musical,48,16,22081,2,6,352,Stable,1,6,0.6998022379806127,207,0
Drama,313,88,4882,8,12,509,Drop Fast,9,2,0.7992342046697519,139,0
Sport,439,20,14639,11,7,642,Drop Fast,4,7,0.33065602742118094,205,1
Fantasy,483,82,18413,6,4,454,Drop Fast,5,1,0.6160190041541093,114,0
Mystery,441,63,3951,2,12,663,Stable,3,8,0.9216022153896873,120,0
Comedy,48,181,22665,7,11,467,Drop Fast,2,7,0.5031622745232692,212,1
Documentary,498,67,13114,8,8,683,Growing,7,7,0.4564483024954637,84,0
Adventure,141,194,10423,2,8,610,Drop Fast,5,6,0.6708455759233303,229,0
Thriller,39,53,15598,10,3,632,Drop Fast,3,5,0.4047835971957124,113,0
Horror,167,55,6801,8,2,627,Growing,2,9,0.6391616095665542,224,0
Musical,287,37,21043,2,11,627,Drop Fast,6,3,0.3589564076003484,130,0
History,212,34,4056,4,3,501,Drop Fast,6,9,0.6558554224885339,216,0
Crime,75,191,26958,6,13,274,Stable,3,5,0.6716654285516243,204,1
Horror,117,80,12861,5,9,177,Stable,9,8,0.542880335308584,222,1
Horror,277,19,15791,3,12,539,Drop Fast,1,3,0.517922497807082,188,0
Mystery,231,86,6382,2,11,648,Growing,3,7,0.42182079488031454,236,0
Sci-Fi,301,96,22667,5,4,331,Drop Fast,1,4,0.48164561548351603,232,0
Adventure,27,27,8170,8,12,499,Drop Fast,7,5,0.5988421770339543,164,0
Drama,99,98,15354,5,5,312,Drop Fast,2,4,0.4233612307203707,107,0
Sport,190,49,2294,10,9,292,Stable,4,9,0.7979841243603037,230,1
Drama,264,66,12295,9,4,671,Growing,4,7,0.7463246689280401,182,1
Family,464,19,22822,9,7,366,Growing,8,6,0.43851410700219684,179,1
Horror,262,50,19616,6,3,225,Growing,4,6,0.3182046141710836,82,0
Musical,266,68,13872,2,4,481,Stable,3,7,0.250126027288774,112,0
Sport,392,178,18132,10,2,643,Stable,3,5,0.6677031966670421,148,0
Thriller,451,188,14428,3,10,601,Drop Fast,5,3,0.3979546225175542,169,0
Sci-Fi,355,176,8759,7,5,502,Stable,6,3,0.2588077290710774,96,0
Biography,96,79,264,11,7,360,Drop Fast,7,7,0.5013596894144159,160,0
Sport,99,161,3499,6,8,486,Stable,5,1,0.9233989236222033,190,0
History,246,194,5049,11,3,511,Drop Fast,7,4,0.732959965340872,146,1
Drama,399,56,5839,9,9,445,Stable,4,8,0.8504345920457206,146,1
Adventure,79,186,18619,4,13,193,Growing,5,4,0.351317368782511,113,0
Sport,53,92,11255,7,10,427,Drop Fast,6,1,0.30130170823360547,87,0
Sport,209,61,26652,7,11,199,Stable,9,5,0.25807083445680573,124,0
Western,161,87,22258,11,12,560,Stable,6,1,0.9189636030136409,139,1
Family,95,70,29627,4,3,414,Drop Fast,1,9,0.4601419147474839,149,0
History,28,154,18812,8,6,124,Stable,7,8,0.5716534596386006,180,1
Documentary,110,24,22204,5,3,593,Growing,3,7,0.5261665365212421,188,0
Sport,411,37,17180,6,12,452,Drop Fast,6,5,0.7613198547750014,229,1
Horror,104,76,20190,10,6,216,Drop Fast,2,4,0.46697541736692016,240,1
Biography,263,29,11066,7,8,298,Drop Fast,7,7,0.624817017829836,191,1
Adventure,366,50,4089,11,7,378,Drop Fast,1,3,0.9469075854688273,131,0
Documentary,39,77,20090,5,5,681,Drop Fast,2,8,0.5608444859409654,198,0
Biography,258,102,26610,9,3,178,Growing,9,5,0.6358900784898289,153,1
Adventure,435,61,15658,10,8,523,Drop Fast,9,5,0.6017696436175864,145,1
Thriller,42,91,17979,11,13,453,Growing,7,1,0.8122303106952226,228,1
War,467,137,26362,6,11,625,Growing,2,8,0.4367877578235025,231,1
Western,238,59,24113,3,10,640,Growing,5,7,0.3693066112999579,200,0
Documentary,21,65,24887,7,2,755,Drop Fast,4,1,0.7778652107854034,92,0
Animation,127,93,652,9,4,576,Growing,2,4,0.540932730458058,143,0
Family,359,12,11195,6,8,109,Drop Fast,2,4,0.889608206283681,84,0
Sci-Fi,164,20,23920,2,10,658,Growing,8,9,0.7009115000553783,225,1
Drama,432,180,2831,9,14,602,Drop Fast,5,2,0.6450401781982198,195,1
Biography,402,120,2386,10,6,359,Stable,8,4,0.299319938378114,116,0
Western,255,65,6167,2,8,623,Stable,2,3,0.7612883335964585,133,0
Horror,414,19,22958,9,11,695,Growing,2,5,0.7302282558590707,111,0
Family,341,197,21942,11,8,105,Stable,3,7,0.6980503471410083,107,1
Thriller,256,154,4548,3,5,134,Growing,8,5,0.43753666649948336,165,0
History,38,135,26780,5,6,274,Growing,8,5,0.9127175251721111,124,1
Mystery,170,106,1659,3,3,541,Growing,3,4,0.475158588922974,107,0
Thriller,244,58,2142,3,9,676,Stable,1,9,0.356561669727754,144,0
War,199,18,15096,11,13,246,Growing,7,6,0.9410408084545097,149,1
Sci-Fi,126,40,28269,4,2,668,Stable,4,6,0.7723723953866376,121,0
Drama,280,109,22006,9,3,292,Stable,3,6,0.5403508176283269,240,0
Crime,267,86,14607,5,13,112,Drop Fast,5,6,0.9051415016220947,95,0
Crime,189,71,15822,8,4,629,Stable,6,1,0.3137821620563381,220,0
Musical,496,14,26633,11,8,345,Drop Fast,1,6,0.31136285149859044,228,1
Animation,382,53,14757,4,7,774,Growing,9,4,0.7277157130400098,138,0
Biography,181,115,21780,11,8,213,Growing,6,2,0.37458043386519047,126,0
Adventure,447,69,16645,4,12,332,Drop Fast,3,6,0.8919976606352988,246,1
Mystery,283,61,18078,3,6,777,Growing,1,1,0.8382514220092095,189,0
Biography,268,31,17764,7,5,421,Drop Fast,9,1,0.4644570568708305,205,0
Sport,144,117,13293,7,8,637,Drop Fast,2,5,0.8721877075885591,122,0
Romance,180,137,22852,2,4,225,Growing,6,6,0.28002138090512985,234,0
Thriller,219,75,2988,8,14,412,Drop Fast,6,2,0.6340464969162457,188,1
War,245,87,26651,5,11,610,Drop Fast,3,8,0.9048939415961832,244,1
History,431,61,10600,4,8,583,Drop Fast,6,4,0.8487680852549887,193,0
Fantasy,430,124,21220,9,3,380,Growing,2,4,0.4992513266606965,82,0
Mystery,195,97,21305,3,13,382,Growing,8,5,0.3780093046642444,155,0
Adventure,426,19,22294,10,13,750,Growing,1,4,0.3973784118826212,86,0
Musical,373,115,24286,9,9,712,Growing,6,5,0.6101555146548836,99,0
Comedy,452,105,16689,9,13,491,Growing,1,3,0.6677410606855319,158,0
Sci-Fi,104,123,25930,4,7,622,Stable,9,8,0.2729700216365455,144,0
Sci-Fi,387,80,28204,5,13,481,Stable,9,6,0.5394860914644216,194,1
Romance,20,162,20671,3,4,315,Drop Fast,6,8,0.8312709809507332,221,1
Documentary,77,24,26484,3,4,641,Stable,6,5,0.5610302651650579,177,0
Fantasy,388,169,27599,5,6,705,Growing,9,7,0.3684227736645873,128,1
Family,219,135,4125,7,4,215,Growing,5,7,0.9184022051133677,153,0
History,205,77,18492,6,7,608,Growing,9,6,0.43639287794852666,116,0
Action,378,126,18633,2,3,599,Drop Fast,5,4,0.8088997859438424,213,0
Western,107,45,14768,11,9,370,Drop Fast,4,6,0.3856559164372544,85,0
Sport,102,171,12856,2,14,539,Drop Fast,2,9,0.5462209104551129,107,0
Thriller,481,158,9666,7,12,390,Drop Fast,2,4,0.5932957778423683,181,0
History,31,134,25721,4,13,138,Drop Fast,1,6,0.6004447071637711,200,1
Horror,459,27,24756,4,12,123,Drop Fast,3,6,0.6115317076704934,220,0
Horror,181,27,4104,8,10,142,Stable,1,3,0.407463278482833,92,0
Romance,392,148,15667,2,14,269,Growing,6,4,0.6111408653725847,202,0
Documentary,143,13,10619,2,8,439,Stable,7,3,0.5871989277144279,89,0
Biography,435,17,20380,11,4,268,Drop Fast,9,3,0.39610364798838427,159,1
Thriller,34,160,16876,4,12,637,Growing,7,4,0.9417340916525976,246,1
Mystery,194,159,29455,9,11,791,Growing,4,4,0.8558943749505851,178,1
Documentary,94,55,10614,2,5,571,Growing,4,6,0.871303445715738,230,0
Thriller,64,68,22850,11,13,761,Stable,8,4,0.7298997352680263,116,1
Drama,260,56,22954,5,11,744,Growing,4,6,0.3619279214842296,200,0
History,153,42,12365,10,3,242,Drop Fast,1,2,0.6476644447298242,87,0
History,360,104,10883,5,10,775,Drop Fast,9,4,0.8250077421391703,165,1
Musical,407,197,27251,11,6,200,Stable,3,2,0.2771155420820638,84,0
Western,176,150,15642,9,13,674,Stable,1,8,0.5970901723013338,201,1
Fantasy,421,195,5060,8,3,704,Drop Fast,9,9,0.5272860159964426,106,0
Adventure,233,55,3929,4,11,574,Stable,5,7,0.39848731076151256,203,0
Thriller,229,141,14600,8,7,410,Growing,9,6,0.5147750026357223,226,1
Action,188,145,24546,8,8,683,Stable,3,8,0.9384482576086169,122,1
Drama,128,172,22094,11,14,159,Growing,6,4,0.7562703284532443,114,1
History,442,59,8819,4,3,128,Growing,7,2,0.45967595601045896,134,0
Sport,274,113,23345,3,2,630,Growing,5,4,0.6737485360365807,140,0
Action,451,175,11364,10,14,172,Growing,8,5,0.42265936819997585,126,1
Romance,438,48,6310,2,8,493,Growing,6,9,0.6775907363169917,181,0
Romance,159,114,7155,8,2,493,Drop Fast,6,5,0.8773166826394522,156,1
Biography,425,165,306,5,4,580,Drop Fast,7,9,0.6398137599597866,135,0
History,462,156,28395,3,5,572,Drop Fast,8,9,0.7633379828168778,161,1
History,224,168,4954,3,3,412,Growing,2,8,0.5673372991014077,225,0
Animation,206,132,11725,9,8,537,Stable,7,5,0.6168867423647976,132,0
Family,51,109,28768,8,6,423,Stable,9,2,0.736552555128415,168,1
Crime,62,14,21862,8,2,186,Growing,1,5,0.8186835035359781,164,0
Sci-Fi,489,104,6608,6,13,458,Stable,1,1,0.7116159705678147,218,0
Horror,452,152,7835,11,13,794,Growing,7,8,0.9342443957230651,191,1
Drama,339,113,1425,9,9,296,Stable,5,2,0.8238758114587978,208,1
Documentary,260,112,12396,3,11,484,Growing,1,7,0.7940121432255126,175,0
Western,304,144,4450,3,8,217,Stable,1,2,0.8415711052867177,87,0
Musical,387,194,15572,6,5,597,Stable,2,5,0.44684765479704436,226,0
Animation,280,150,28144,2,3,561,Drop Fast,9,7,0.5524330077638664,95,0
Adventure,464,98,17479,7,8,595,Stable,3,6,0.6451240428762135,145,0
Sport,422,67,12297,5,12,693,Stable,9,5,0.5736704229098799,91,0
War,132,88,18204,7,3,346,Growing,6,6,0.8432204727568557,172,1
Animation,376,29,21672,8,7,333,Stable,6,2,0.2689479623754624,153,0
Action,396,16,12255,4,2,516,Stable,7,1,0.3964227920629746,165,0
Drama,348,153,27068,9,8,566,Stable,8,1,0.8671945787012983,177,1
Family,275,29,5619,8,8,581,Stable,3,8,0.291370096373877,100,0
Crime,357,15,17969,2,13,464,Stable,8,3,0.40889181252615864,116,0
Biography,38,68,15913,7,5,252,Drop Fast,6,3,0.4958752312635404,84,0
Mystery,472,130,28675,8,5,371,Stable,6,9,0.7755183925681837,239,1
Family,44,54,11984,5,11,491,Growing,3,6,0.6421264873167938,146,0
Fantasy,15,194,2633,3,6,646,Growing,6,4,0.9182232919462316,89,0
Romance,405,93,11198,11,3,529,Stable,8,4,0.4095125105510814,167,0
Biography,120,103,11775,10,10,750,Stable,7,7,0.8604842834921106,163,1
Fantasy,303,120,1501,8,11,288,Stable,7,6,0.44803944282447417,141,0
Horror,86,100,7058,2,5,351,Drop Fast,3,2,0.42184878138859216,116,0
Fantasy,358,181,9150,9,12,494,Growing,3,9,0.5988626386695455,128,1
Musical,156,18,9138,4,10,761,Drop Fast,5,2,0.29984315367954556,103,0
Sci-Fi,76,5,25368,5,4,318,Drop Fast,5,8,0.5190149090952982,161,0
Adventure,401,29,5844,6,10,693,Stable,9,4,0.4989731776768206,233,0
Horror,17,191,11278,2,2,289,Stable,9,1,0.36207108899124146,185,0
Sport,131,76,28887,7,8,333,Growing,5,1,0.8525563916924374,134,1
Adventure,349,73,21672,11,5,787,Stable,5,9,0.5201227505965682,86,1
Action,184,137,9460,7,8,331,Growing,6,4,0.9373441256595777,248,1
Western,397,109,22024,3,11,457,Drop Fast,8,1,0.879795564326442,209,1
History,188,151,24077,11,7,577,Growing,6,3,0.38636748969894785,237,1
Family,94,27,22875,7,5,674,Growing,6,3,0.6035855206365569,202,1
History,460,13,14890,9,5,528,Growing,9,7,0.671262896856587,99,0
War,54,122,3507,7,9,336,Drop Fast,1,6,0.8232723520605347,135,0
Drama,145,98,25478,5,8,132,Drop Fast,4,8,0.8699499247559763,103,1
Romance,352,182,21292,5,5,312,Stable,2,7,0.6868126148088429,187,0
Musical,25,148,16688,10,12,671,Stable,9,1,0.27459394219955074,219,1
Documentary,342,37,26273,7,7,478,Growing,3,3,0.5868935146626906,170,0
Sci-Fi,204,134,20417,9,7,101,Growing,2,9,0.8693624753304326,94,1
Animation,18,18,595,9,2,549,Drop Fast,8,4,0.7498627217809819,152,0
Comedy,325,5,20101,8,14,668,Drop Fast,4,3,0.8590993589866204,140,1
Mystery,343,94,11045,4,3,526,Drop Fast,2,5,0.7218558528058951,107,0
Musical,342,190,3491,11,5,749,Growing,4,8,0.2808245068704809,189,0
History,336,93,18594,2,7,378,Growing,7,1,0.9276046593446274,82,0
Sci-Fi,24,148,28657,6,7,313,Drop Fast,7,2,0.8926129783987751,95,1
Action,336,94,13338,11,2,384,Growing,1,7,0.3386056779388363,243,1
Action,111,179,26764,11,9,642,Drop Fast,1,1,0.3288838167906242,211,1
Musical,235,176,4737,3,3,373,Stable,3,5,0.627354950333914,88,0
Animation,434,18,10060,11,14,110,Drop Fast,2,8,0.7799355841898182,189,1
Sport,287,156,21552,3,6,146,Growing,3,6,0.5175212483567776,91,0
Crime,417,115,21346,8,5,614,Growing,4,3,0.34546751448026947,153,0
Sport,122,187,17635,4,6,741,Growing,7,7,0.6073892691469482,123,0
History,494,147,19425,9,6,537,Growing,2,3,0.48629629535328067,187,0
Action,437,87,6818,10,11,683,Drop Fast,7,5,0.49624036888592726,226,1
Comedy,10,76,4923,9,9,770,Drop Fast,5,7,0.7014898757882675,92,0
Adventure,275,166,24056,7,11,526,Stable,8,2,0.8699256694606526,144,1
Drama,217,134,24497,6,8,531,Drop Fast,8,4,0.641014211598951,171,1
Action,119,31,22108,4,13,229,Stable,5,2,0.7313217575807449,183,1
Family,209,78,20168,4,10,121,Drop Fast,8,7,0.711962894064869,195,1
Romance,449,103,15037,8,13,488,Drop Fast,9,3,0.6358023347898509,210,1
Sport,378,76,8739,6,12,234,Growing,7,9,0.467530701908191,188,1
Sci-Fi,482,27,1463,7,14,631,Stable,6,6,0.5144559294371671,232,1
Sci-Fi,315,72,13505,7,2,319,Growing,7,1,0.47099265894329134,200,0
Romance,21,146,21249,10,7,432,Growing,7,8,0.8922486675374384,187,1
Drama,354,195,24598,2,7,229,Drop Fast,3,7,0.8286330693573102,95,0
Sci-Fi,474,121,11134,9,3,131,Drop Fast,6,1,0.6555431609958544,122,0
Sci-Fi,197,110,10465,11,12,701,Stable,6,3,0.8885704296819404,135,1
Mystery,163,97,16539,6,9,524,Stable,9,3,0.8704860852035845,215,1
Mystery,377,69,27924,7,7,397,Drop Fast,1,3,0.8993860798262845,182,0
Documentary,343,72,1551,7,12,603,Stable,7,7,0.405241700358873,245,0
Sport,434,132,23564,2,14,784,Drop Fast,1,6,0.7522521264347263,230,1
War,429,67,27597,4,11,456,Drop Fast,4,2,0.6764571499464512,85,0
Adventure,386,117,7390,7,10,554,Drop Fast,7,5,0.763681446484225,122,1
War,288,94,20411,10,11,500,Stable,6,6,0.43436555474280103,123,1
Action,180,85,25445,7,6,658,Growing,6,2,0.7363663500068084,197,1
Documentary,143,107,29589,7,8,554,Stable,5,1,0.5368799606780709,159,1
History,462,196,19230,2,7,133,Growing,7,4,0.8338642574144102,102,0
History,436,164,16850,10,12,347,Stable,9,4,0.8067560076132411,223,1
Horror,34,120,26214,5,6,141,Growing,6,4,0.397950327601242,88,0
Action,27,17,11085,3,7,222,Growing,7,1,0.3786986934823121,216,0
Sport,199,198,7634,2,5,126,Stable,9,3,0.7524122048994062,138,0
Fantasy,150,128,1222,4,4,561,Stable,7,7,0.6353324263097123,230,0
Comedy,52,151,24531,4,14,670,Growing,6,4,0.6400441374774342,148,1
Fantasy,343,156,2237,6,2,246,Drop Fast,3,2,0.7767607264215481,226,0
Thriller,293,92,8956,2,2,595,Growing,1,8,0.848479555115253,114,0
Comedy,155,15,24362,8,7,726,Growing,9,1,0.41727473042610175,176,1
Drama,324,191,13758,2,10,585,Drop Fast,7,9,0.6388776827533851,189,1
Musical,453,19,17643,5,9,559,Growing,3,5,0.830268296644454,119,0
Biography,328,14,1624,7,13,227,Drop Fast,9,2,0.8609559198365018,221,1
Action,450,45,4323,2,3,475,Drop Fast,3,4,0.4511865718369616,163,0
Biography,101,159,16803,8,10,764,Stable,3,3,0.32290769961825877,195,0
Sci-Fi,188,192,605,11,9,182,Growing,7,7,0.4129762777144459,92,0
Sport,65,77,10029,8,13,634,Growing,2,6,0.9118496598101691,132,1
Family,164,56,18902,4,10,622,Drop Fast,7,9,0.57373579870465,159,1
Animation,169,132,10151,5,5,798,Growing,7,4,0.5430016533892174,174,0
Animation,120,32,26450,7,10,727,Drop Fast,1,3,0.25915904411394713,118,0
Sci-Fi,146,69,9183,8,3,773,Growing,2,7,0.2857102780449458,163,0
War,241,21,28358,5,14,202,Growing,5,6,0.7180871506323065,200,1
Comedy,489,99,21642,11,2,618,Drop Fast,4,5,0.6628789481074975,144,0
Crime,477,176,17893,10,14,461,Drop Fast,3,7,0.6528698089467826,119,1
Documentary,229,142,24205,10,10,783,Growing,8,5,0.3272260132171301,214,1
Thriller,490,67,12225,10,11,355,Growing,7,9,0.49644281869574747,124,1
Romance,77,179,5129,11,9,346,Drop Fast,9,4,0.8186506970481036,101,1
Comedy,311,42,29188,7,8,291,Stable,3,1,0.3724378567416461,214,1
